1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,25577
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,40472
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,31811
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,28906
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12110
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58920
0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,20065
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,15980
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,14466
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29484
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,12873
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,20282
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29544
0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,5675
0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,485
0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,252704
0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1576780
0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,168976
0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1563815
0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,173336
0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1562352
0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,167805
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1550431
0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,20178
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,33609
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,28087
0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1273291
0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,6772980
0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,24211955
0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,128640773
0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,779159
0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,10595562
